Código;Família;Subtipo;Descrição;Especialidade;Conc. JJ Ref 1;Conc. JJ Ref 2;Conc. JJ Ref 3;Conc. JJ Ref 4;Diâmetro;Comprimento Fio;Descrição completa agulha;Tipo;Cod. Agulha;Curv;Tamanho Agulha;Env / Cxa;Observação ;RMS;Descrição para Licitação;Composto;NomeConcorrente;codigo_bioline
8886281889;TI-CRON;COMMODITIES;TICRON 5 AZUL 4X75CM DT20KV40;Fechamento de Esterno;MB46G;;;;5;(4)75 cm;1/2 Círculo Tapercutting Robusta 48 mm;Círculo Tapercutting Robusta;KV40;1/2;48 mm;12;;10349000170;Fio de sutura cirúrgica Ti-Cron Azul composto por Poliéster multifilamentar trançado com cobertura de silicone, de diâmetro USP 5 com (4)75 cm de comprimento, com agulha KV40 de curvatura 1/2 Círculo Tapercutting Robusta 48 mm. Produto comercializado em caixa contendo 12 envelopes. Marca: COVIDIEN. Registro ANVISA: 10349000170 Código/modelo:8886281889 Fabricante: Covidien LLC Origem: Importado da República Dominicana;Poliéster;Ethibond;
8886294753;TI-CRON;COMMODITIES;TICRON 2-0 AZUL 75CM 2XSC250;Ortopedia;;;;;2-0;75 cm;Reta Ponta Cortante - Corpo Cilíndrico 254 mm;Ponta Cortante - Corpo Cilíndrico;SC250;Reta;254 mm;12;;10349000170;Fio de sutura cirúrgica Ti-Cron Azul composto por Poliéster multifilamentar trançado com cobertura de silicone, de diâmetro USP 2-0 com 75 cm de comprimento, com agulha SC250 de curvatura Reta Cortante Corpo Cilíndrico 254 mm. Produto comercializado em caixa contendo 12 envelopes. Marca: COVIDIEN. Registro ANVISA: 10349000170 Código/modelo:8886294753 Fabricante: Covidien LLC Origem: Importado da República Dominicana;Poliéster;Ethibond;
8886302681;TI-CRON;COMMODITIES;TICRON 2 AZUL 75CM HOS12;Ortopedia;X520T;;;;2;75 cm;1/2 Circulo Corte Reverso Robusto 40 mm;Circulo Corte Reverso Robusto;HOS12;1/2;40 mm;36;;10349000170;Fio de sutura cirúrgica Ti-Cron Azul composto por Poliéster multifilamentar trançado com cobertura de silicone, de diâmetro USP 2 com 75 cm de comprimento, com agulha HOS12 de curvatura 1/2 Circulo Corte Reverso Robusto 40 mm. Produto comercializado em caixa contendo 36 envelopes. Marca: COVIDIEN. Registro ANVISA: 10349000170 Código/modelo:8886302681 Fabricante: Covidien LLC Origem: Importado da República Dominicana;Poliéster;Ethibond;PEV2MT40O
8886308751;TI-CRON;CARDIO;TICRON AZUL 2-0 75CM 2 CV331;Cardiovascular;B553T;X937T;;;2-0;75 cm;1/2 Círc.Cilindrico Cardiopoint 16 mm;Círc.Cilindrico Cardiopoint;2 x CV331;1/2;16 mm;36;;10349000170;Fio de sutura cirúrgica Ti-Cron Azul composto por Poliéster multifilamentar trançado com cobertura de silicone, de diâmetro USP 2-0 com 75 cm de comprimento, com duas agulhas (2) x CV331 de curvatura 1/2 Círc.Cilindrico Cardiopoint 16 mm. Produto comercializado em caixa contendo 36 envelopes. Marca: COVIDIEN. Registro ANVISA: 10349000170 Código/modelo:8886308751 Fabricante: Covidien LLC Origem: Importado da República Dominicana;Poliéster;Ethibond;
8886322751;TI-CRON;CARDIO;TICRON 2-0 AZUL 75CM 2 CV316;Cardiovascular;BR763T;X947T;9763T;;2-0;75 cm;1/2 Círculo Cilíndrica Cardiopoint 20 mm;Círculo Cilíndrica Cardiopoint;2 x CV316;1/2;20 mm;36;;10349000170;Fio de sutura cirúrgica Ti-Cron Azul composto por Poliéster multifilamentar trançado com cobertura de silicone, de diâmetro USP 2-0 com 75 cm de comprimento, com duas agulhas (2) x CV316 de curvatura 1/2 Círculo Cilíndrica Cardiopoint 20 mm. Produto comercializado em caixa contendo 36 envelopes. Marca: COVIDIEN. Registro ANVISA: 10349000170 Código/modelo:8886322751 Fabricante: Covidien LLC Origem: Importado da República Dominicana;Poliéster;Ethibond;PEV202MR20
8886325651;TI-CRON;CARDIO;TICRON 2-0 AZUL 90CM 2 CV305;Cardiovascular;;;;;2-0;90 cm;1/2 Círculo Cilíndrica Cardiopoint 25 mm;Círculo Cilíndrica Cardiopoint;2 x CV305;1/2;25 mm;36;;10349000170;Fio de sutura cirúrgica Ti-Cron Azul composto por Poliéster multifilamentar trançado com cobertura de silicone, de diâmetro USP 2-0 com 90 cm de comprimento, com duas agulhas (2) x CV305 de curvatura 1/2 Círculo Cilíndrica Cardiopoint 25 mm. Produto comercializado em caixa contendo 36 envelopes. Marca: COVIDIEN. Registro ANVISA: 10349000170 Código/modelo:8886325651 Fabricante: Covidien LLC Origem: Importado da República Dominicana;Poliéster;Ethibond;
8886334851;TI-CRON;CARDIO;TICRON 2-0 AZUL 75CM 2 CV316 AT;Cardiovascular;BP93T;BP947T;;;2-0;75 cm;1/2 Círculo Cilíndrica 20 mm Cardiopoint Almof. Teflon (7 X 3 X 1,5mm);Círc. Cilíndrico Cardiopoint c/ almof.(7 x 3 x 1,5mm);2 x CV316;1/2;20 mm;36;;10349000170;Fio de sutura cirúrgica Ti-Cron Azul composto por Poliéster multifilamentar trançado com cobertura de silicone, de diâmetro USP 2-0 com 75 cm de comprimento, com duas agulhas (2) x CV316 de curvatura 1/2 Círculo Cilíndrica Cardiopoint c/ almof 7x3x1,5mm 20 mm. Produto comercializado em caixa contendo 36 envelopes. Marca: COVIDIEN. Registro ANVISA: 10349000170 Código/modelo:8886334851 Fabricante: Covidien LLC Origem: Importado da República Dominicana;Poliéster;Ethibond;PEV202MR22T
2PL2174E-;TI-CRON;CARDIO;TICRON VERDE 4-0 75CM 2XMC10;Cardiovascular;B204T;;;;4-0;75 cm;1/2 Circ. Cilíndrica / Taper Point - 1,0cm;Círculo  Cilíndrico;2 x MC10;1/2;1,0cm;24;;80052020067;Fio de sutura cirúrgica Ti-Cron Verde composto por Poliéster multifilamentar trançado com cobertura de silicone, de diâmetro USP 4-0 com 75 cm de comprimento, com duas agulhas (2) x MC10 de curvatura 1/2 Círculo  Cilíndrico 1,0cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020067 Código/modelo:2PL2174E- Fabricante: Polysuture. Origem: Nacional.;Poliéster;Ethibond;
2PL2174EE-;TI-CRON;CARDIO;TICRON VERDE 4-0 75CM 2XMC10 AT;Cardiovascular;AT204T;;;;4-0;75 cm;1/2 Circ. Cilíndrica / Taper Point - 1,0 cm;Círc.Cilindrico c/ almof.(1,5 x 3 x 3mm);2 x MC10;1/2;1,0cm;24;;80052020067;Fio de sutura cirúrgica Ti-Cron Verde composto por Poliéster multifilamentar trançado com cobertura de silicone, de diâmetro USP 4-0 com 75 cm de comprimento, com duas agulhas (2) x MC10 de curvatura 1/2 Cír.Cilindrico Almof.(1,5 X 3 X 3mm) 1,0cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020067 Código/modelo:2PL2174EE- Fabricante: Polysuture. Origem: Nacional.;Poliéster;Ethibond;
2PL21750-;TI-CRON;CARDIO;TICRON VERDE 5-0 75CM 2XMC10 AT;Cardiovascular;BRFMZ215702;;;;5-0;75 cm;1/2 Circ. Cilíndrica / Taper Point - 1,0cm;Círc. Cilindrico c/almof.( 3 x 2 x 0,5mm);2 x MC10;1/2;1,0cm;24;;80052020067;Fio de sutura cirúrgica Ti-Cron Verde composto por Poliéster multifilamentar trançado com cobertura de silicone, de diâmetro USP 5-0 com 75 cm de comprimento, com duas agulhas (2) x MC10 de curvatura 1/2 Círculo cilind. c/almof. 3X2X0,5mm 1,0cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020067 Código/modelo:2PL21750- Fabricante: Polysuture. Origem: Nacional.;Poliéster;Ethibond;
2PL22720-;TI-CRON;CARDIO;TICRON VERDE 2-0 75CM 2XMC15;Cardiovascular;B553T;X937T;;;2-0;75 cm;1/2 Circ. Cilíndrica / Taper Point - 1,5cm;Círculo  Cilíndrico;2 x MC15;1/2;1,5cm;24;;80052020067;Fio de sutura cirúrgica Ti-Cron Verde composto por Poliéster multifilamentar trançado com cobertura de silicone, de diâmetro USP 2-0 com 75 cm de comprimento, com duas agulhas (2) x MC15 de curvatura 1/2 Círculo  Cilíndrico 1,5cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020067 Código/modelo:2PL22720- Fabricante: Polysuture. Origem: Nacional.;Poliéster;Ethibond;
2PL22730-;TI-CRON;CARDIO;TICRON VERDE 3-0 75CM 2XMC15;Cardiovascular;B552T;;;;3-0;75 cm;1/2 Circ. Cilíndrica / Taper Point - 1,5cm;Círculo  Cilíndrico;2 x MC15;1/2;1,5cm;24;;80052020067;Fio de sutura cirúrgica Ti-Cron Verde composto por Poliéster multifilamentar trançado com cobertura de silicone, de diâmetro USP 3-0 com 75 cm de comprimento, com duas agulhas (2) x MC15 de curvatura 1/2 Círculo  Cilíndrico 1,5cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020067 Código/modelo:2PL22730- Fabricante: Polysuture. Origem: Nacional.;Poliéster;Ethibond;PEV302MR17
2PL22740-;TI-CRON;CARDIO;TICRON VERDE 4-0 75CM 2XMC15;Cardiovascular;B551T;;;;4-0;75 cm;1/2 Circ. Cilíndrica / Taper Point - 1,5cm;Círculo  Cilíndrico;2 X MC15;1/2;1,5cm;24;;80052020067;Fio de sutura cirúrgica Ti-Cron Verde composto por Poliéster multifilamentar trançado com cobertura de silicone, de diâmetro USP 4-0 com 75 cm de comprimento, com duas agulhas (2) x MC15 de curvatura 1/2 Círculo  Cilíndrico 1,5cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020067 Código/modelo:2PL22740- Fabricante: Polysuture. Origem: Nacional.;Poliéster;Ethibond;PEV402MR15
2PL23720-;TI-CRON;CARDIO;TICRON VERDE 2-0 75CM 2XMC20;Cardiovascular;BR763T;X947T;9763T;;2-0;75 cm;1/2 Circ. Cilíndrica / Taper Point - 2,0cm;Círculo  Cilíndrico;2 x MC20;1/2;2,0cm;24;;80052020067;Fio de sutura cirúrgica Ti-Cron Verde composto por Poliéster multifilamentar trançado com cobertura de silicone, de diâmetro USP 2-0 com 75 cm de comprimento, com duas agulhas (2) x MC20 de curvatura 1/2 Círculo  Cilíndrico 2,0cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020067 Código/modelo:2PL23720- Fabricante: Polysuture. Origem: Nacional.;Poliéster;Ethibond;PEV202MR20
2PL23730-;TI-CRON;CARDIO;TICRON VERDE 3-0 75CM 2XMC20;Cardiovascular;BR762T;9762T;;;3-0;75 cm;1/2 Circ. Cilíndrica / Taper Point - 2,0cm;Círculo  Cilíndrico;2 x MC20;1/2;2,0cm;24;;80052020067;Fio de sutura cirúrgica Ti-Cron Verde composto por Poliéster multifilamentar trançado com cobertura de silicone, de diâmetro USP 3-0 com 75 cm de comprimento, com duas agulhas (2) x MC20 de curvatura 1/2 Círculo  Cilíndrico 2,0cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020067 Código/modelo:2PL23730- Fabricante: Polysuture. Origem: Nacional.;Poliéster;Ethibond;PEV302MR20
2PL24720-;TI-CRON;CARDIO;TICRON VERDE 2-0 75CM 2XMC25;Cardiovascular;B563T;X977T;;;2-0;75 cm;1/2 Circ. Cilíndrica / Taper Point - 2,5cm;Círculo  Cilíndrico;2 x MC25;1/2;2,5cm;24;;80052020067;Fio de sutura cirúrgica Ti-Cron Verde composto por Poliéster multifilamentar trançado com cobertura de silicone, de diâmetro USP 2-0 com 75 cm de comprimento, com duas agulhas (2) x MC25 de curvatura 1/2 Círculo  Cilíndrico 2,5cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020067 Código/modelo:2PL24720- Fabricante: Polysuture. Origem: Nacional.;Poliéster;Ethibond;
2PL24730-;TI-CRON;CARDIO;TICRON VERDE 3-0 75CM 2XMC25;Cardiovascular;B562T;;;;3-0;75 cm;1/2 Circ. Cilíndrica / Taper Point - 2,5cm;Círculo  Cilíndrico;2 x MC25;1/2;2,5cm;24;;80052020067;Fio de sutura cirúrgica Ti-Cron Verde composto por Poliéster multifilamentar trançado com cobertura de silicone, de diâmetro USP 3-0 com 75 cm de comprimento, com duas agulhas (2) x MC25 de curvatura 1/2 Círculo  Cilíndrico 2,5cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020067 Código/modelo:2PL24730- Fabricante: Polysuture. Origem: Nacional.;Poliéster;Ethibond;PEV302MR26
2PL81740-;TI-CRON;CARDIO;TICRON VERDE 4-0 75CM 2XCC13;Cardiovascular;B718T;;;;4-0;75 cm;3/8 Circ. Cilíndrica / Taper Point - 1,3cm;Círculo  Cilíndrico;2 x CC13;3/8;1,3cm;24;;80052020067;Fio de sutura cirúrgica Ti-Cron Verde composto por Poliéster multifilamentar trançado com cobertura de silicone, de diâmetro USP 4-0 com 75 cm de comprimento, com duas agulhas (2) x CC13 de curvatura 3/8 Círculo  Cilíndrico 1,3cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020067 Código/modelo:2PL81740- Fabricante: Polysuture. Origem: Nacional.;Poliéster;Ethibond;
2PL82720-;TI-CRON;CARDIO;TICRON VERDE 2-0 75CM 2XMC15 AT;Cardiovascular;AT937T;;;;2-0;75 cm;1/2 Circ. Cilíndrica / Taper Point - 1,5cm;Círc. Cilindrico c/almof. ( 3 x 3x 1,5mm);2 x MC15;1/2;1,5cm;24;;80052020067;Fio de sutura cirúrgica Ti-Cron Verde composto por Poliéster multifilamentar trançado com cobertura de silicone, de diâmetro USP 2-0 com 75 cm de comprimento, com duas agulhas (2) x MC15 de curvatura 1/2 Círculo cilind. c/almof. 3X3X1,5mm 1,5cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020067 Código/modelo:2PL82720- Fabricante: Polysuture. Origem: Nacional.;Poliéster;Ethibond;
2PL8372E-;TI-CRON;CARDIO;TICRON VERDE 2-0 75CM 2XMC20 AT3-6;Cardiovascular;BP93T;BP947T;;;2-0;75 cm;1/2 Circ. Cilíndrica / Taper Point - 2,0cm;Círc. Cilindrico c/ almof.(1,5 x 3 x 6mm);2 x MC20;1/2;2,0cm;24;;80052020067;Fio de sutura cirúrgica Ti-Cron Verde composto por Poliéster multifilamentar trançado com cobertura de silicone, de diâmetro USP 2-0 com 75 cm de comprimento, com duas agulhas (2) x MC20 de curvatura 1/2 Círc. Cilindrico Almof.(1,5 X 3 X 6mm) 2,0cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020067 Código/modelo:2PL8372E- Fabricante: Polysuture. Origem: Nacional.;Poliéster;Ethibond;PEV202MR22T
2PL8373E-;TI-CRON;CARDIO;TICRON VERDE 3-0 75CM 2XMC20 AT;Cardiovascular;BP92T;;;;3-0;75 cm;1/2 Circ. Cilíndrica / Taper Point - 2,0cm;Círc. Cilindrico c/ almof.(1,5 x 3 x 6mm);2 x MC20;1/2;2,0cm;24;;80052020067;Fio de sutura cirúrgica Ti-Cron Verde composto por Poliéster multifilamentar trançado com cobertura de silicone, de diâmetro USP 3-0 com 75 cm de comprimento, com duas agulhas (2) x MC20 de curvatura 1/2 Círc. Cilindrico Almof.(1,5 X 3 X 6mm) 2,0cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020067 Código/modelo:2PL8373E- Fabricante: Polysuture. Origem: Nacional.;Poliéster;Ethibond;PEV302MR22T
2PL84720E-;TI-CRON;CARDIO;TICRON VERDE 2-0 90CM 2XMC25 AT;Cardiovascular;BP977T;;;;2-0;90 cm;1/2 Circ. Cilíndrica / Taper Point - 2,5cm;Círc. Cilindrico c/almof. (3 x 3 x 1,5mm);2 x MC25;1/2;2,5cm;24;;80052020067;Fio de sutura cirúrgica Ti-Cron Verde composto por Poliéster multifilamentar trançado com cobertura de silicone, de diâmetro USP 2-0 com 75 cm de comprimento, com duas agulhas (2) x MC25 de curvatura 1/2 Círculo cilind. c/almof. 3X3X1,5mm 2,5cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020067 Código/modelo:2PL84720E- Fabricante: Polysuture. Origem: Nacional.;Poliéster;Ethibond;
2PLD9720-;TI-CRON;CARDIO;TICRON VERDE 2-0 75CM 2XCC50;Cardiovascular;BR43T;;;;2-0;75 cm;3/8 Circ. Cilíndrica / Taper Point - 5,0cm;Círculo  Cilíndrico;2 x CC50;3/8;5,0cm;24;;80052020067;Fio de sutura cirúrgica Ti-Cron Verde composto por Poliéster multifilamentar trançado com cobertura de silicone, de diâmetro USP 2-0 com 75 cm de comprimento, com duas agulhas (2) x CC50 de curvatura 3/8 Círculo  Cilíndrico Corpo estriado 5,0cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020067 Código/modelo:2PLD9720- Fabricante: Polysuture. Origem: Nacional.;Poliéster;Ethibond;
2PLN19710V-;TI-CRON;CARDIO;TICRON VERDE 0 75CM 2XCCR50;Cardiovascular;BR44T;;;;0;75 cm;3/8 Circ. Cilíndrica Robusta / Taper Point Heavy - 5,0cm;Círculo Cilíndrica Robusta;2 x CCR50;3/8;5,0cm;24;;80052020067;Fio de sutura cirúrgica Ti-Cron Verde composto por Poliéster multifilamentar trançado com cobertura de silicone, de diâmetro USP 0 com 75 cm de comprimento, com duas agulhas (2) x CCR50 de curvatura 3/8 Círculo Cilíndrica Robusta Corpo estriado 5,0cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020067 Código/modelo:2PLN19710V- Fabricante: Polysuture. Origem: Nacional.;Poliéster;Ethibond;PEV02CR50
2PLN22750V-;TI-CRON;CARDIO;TICRON VERDE 5-0 75CM 2XMC17;Cardiovascular;B550T;;;;5-0;75 cm;1/2 Circ. Cilíndrica / Taper Point - 1,7cm;Círculo  Cilíndrico;2 x MC17;1/2;1,7cm;24;Novo;80052020067;Fio de sutura cirúrgica Ti-Cron Verde composto por Poliéster multifilamentar trançado com cobertura de silicone, de diâmetro USP 5-0 com 75 cm de comprimento, com duas agulhas (2) x MC17 de curvatura 1/2 Círculo  Cilíndrico 1,7cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020067 Código/modelo:2PLN22750V- Fabricante: Polysuture. Origem: Nacional.;Poliéster;Ethibond;PEV502MR15
PL15720-;TI-CRON;COMMODITIES;TICRON VERDE 2-0 75CM CC30;Aparelho Digestivo;G704T;;;;2-0;75 cm;3/8 Circ. Cilíndrica / Taper Point - 3,0cm;Círculo  Cilíndrico;CC30;3/8;3,0cm;24;;80052020067;Fio de sutura cirúrgica Ti-Cron Verde composto por Poliéster multifilamentar trançado com cobertura de silicone, de diâmetro USP 2-0 com 75 cm de comprimento, com agulha CC30 de curvatura 3/8 Círculo  Cilíndrico Corpo estriado 3,0cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020067 Código/modelo:PL15720- Fabricante: Polysuture. Origem: Nacional.;Poliéster;Ethibond;
PL27702-;TI-CRON;COMMODITIES;TICRON VERDE 2 75CM MTR40;Ortopedia;X520T;;;;2;75 cm;1/2 Circ. Triangular Robusta / Reverse Cutting Heavy - 4,0cm;Circulo Corte Reverso Robusto;MTR40;1/2;4,0cm;24;;80052020067;Fio de sutura cirúrgica Ti-Cron Verde composto por Poliéster multifilamentar trançado com cobertura de silicone, de diâmetro USP 2 com 75 cm de comprimento, com agulha MTR40 de curvatura 1/2 Circulo Corte Reverso Robusto Corpo estriado 4,0cm . Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020067 Código/modelo:PL27702- Fabricante: Polysuture. Origem: Nacional.;Poliéster;Ethibond;PEV2MT40O
PL58701-;TI-CRON;COMMODITIES;TICRON VERDE 1 75CM MTR36;Ortopedia;X538T;;;;1;75 cm;1/2 Circ. Triangular Robusta / Reverse Cutting Heavy - 3,6cm;Circulo Corte Reverso Robusto;MTR36;1/2;3,6cm;24;;80052020067;Fio de sutura cirúrgica Ti-Cron Verde composto por Poliéster multifilamentar trançado com cobertura de silicone, de diâmetro USP 1 com 75 cm de comprimento, com agulha MTR36 de curvatura 1/2 Circulo Corte Reverso Robusto Corpo estriado 3,6cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020067 Código/modelo:PL58701- Fabricante: Polysuture. Origem: Nacional.;Poliéster;Ethibond;PEV1MT36O
PL710-;TI-CRON;COMMODITIES;TICRON VERDE 0 15X45CM;Ligadura;SMV75T;;;;0;15 x 45cm;;-;;-;-;24;;80052020068;Fio de sutura cirúrgica Ti-Cron Verde composto por Poliéster multifilamentar trançado com cobertura de silicone, de diâmetro USP 0 com (15)45 cm de comprimento, sem agulha. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020068 Código/modelo:PL710- Fabricante: Polysuture. Origem: Nacional.;Poliéster;Ethibond;PEV0SA45
PL720-;TI-CRON;COMMODITIES;TICRON VERDE 2-0 15X45CM;Ligadura;SMV74T;;;;2-0;15 x 45cm;;-;;-;-;24;;80052020068;Fio de sutura cirúrgica Ti-Cron Verde composto por Poliéster multifilamentar trançado com cobertura de silicone, de diâmetro USP 2-0 com (15)45 cm de comprimento, sem agulha. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020068 Código/modelo:PL720- Fabricante: Polysuture. Origem: Nacional.;Poliéster;Ethibond;PEV20SA45
PL730-;TI-CRON;COMMODITIES;TICRON VERDE 3-0 15X45CM;Ligadura;SMV73T;;;;3-0;15 x 45cm;;-;;-;-;24;;80052020068;Fio de sutura cirúrgica Ti-Cron Verde composto por Poliéster multifilamentar trançado com cobertura de silicone, de diâmetro USP 3-0 com (15)45 cm de comprimento, sem agulha. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020068 Código/modelo:PL730- Fabricante: Polysuture. Origem: Nacional.;Poliéster;Ethibond;PEV30SA45
PL7940-;TI-CRON;COMMODITIES;TICRON BRANCO 4-0 45CM 2XQE7.9;Oftalmologia;1778G;;;;4-0;45 cm;1/4 Micro Spatula / Micro Espatulada - 7,9mm - 450µ;Círculo Espatulada;2 x QE 7,9 - 450 micras;1/4;7,9mm;12;;80052020067;Fio de sutura cirúrgica Ti-Cron Branco composto por Poliéster multifilamentar trançado com cobertura de silicone, de diâmetro USP 4-0 com 45 cm de comprimento, com duas agulhas (2) x QE7,9 de curvatura 1/4 Círculo Espatulada 7,9 mm. Produto comercializado em caixa contendo 12 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020067 Código/modelo:PL7940- Fabricante: Polysuture. Origem: Nacional.;Poliéster;Ethibond;
PL7950-;TI-CRON;COMMODITIES;TICRON BRANCO 5-0 45CM 2XQE7.9;Oftalmologia;1760G;;;;5-0;45 cm;1/4 Micro Spatula / Micro Espatulada - 7,9mm - 350µ;Círculo Espatulada - 380µ;2 x QE 7,9 - 350 micras;1/4;7,9mm;12;;80052020067;Fio de sutura cirúrgica Ti-Cron Branco composto por Poliéster multifilamentar trançado com cobertura de silicone, de diâmetro USP 5-0 com 45 cm de comprimento, com duas agulhas (2) x QE7,9 de curvatura 1/4 Círculo Espatulada - 380µ 7,9 mm. Produto comercializado em caixa contendo 12 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020067 Código/modelo:PL7950- Fabricante: Polysuture. Origem: Nacional.;Poliéster;Ethibond;
